no,kategori,subkategori,location/city,nama,deskripsi,address,contact,url,lat,lng
1634,Sponsor,Transportasi,-,PT. Rizki Jaya Abadi Transportasi,RJA Transport Melayani Pengiriman barang Cargo dan paket ke seluruh Indonesia. hubungi kami sekarang untuk informasi lebih lanjut mengenai layanan dan harga,,,,,
1635,Sponsor,Transportasi,-,PT. Paragon Logistik Indonesia,"PT. PARAGON LOGISTIK INDONESIA
Kami adalah perusahaan yang bergerak di bidang Jasa Impor dan Ekspor melalui Darat, Laut maupun Udara. kami siap membantu segala kebutuhan yang berhubungan dengan proses Kepabeanan, Customs Clearance Import , Undername Import - Eksport, Redress Consignee, Mau Domestik",,,,,
1636,Sponsor,Transportasi,-,PT. Pangestu Putra Indonesia,Kami adalah perusahaan EMKL Indonesia yang mengkhususkan diri dengan jasa pengiriman barang via laut (kontainer penuh ataupun kontainer lebih sedikit) ataupun via udara. Perusahaan kami terletak di Semarang dan area servis jasa kami meliputi seluruh kota di daerah propinsi Jawa Tengah. Kami memberikan one stop servis: 1,,,,,
1637,Sponsor,Transportasi,-,PT. Rajawali Trans Logistic,"rajwalitranslogistic.com | PT. Logistik Trans Rajawali 
Sudah berpengalaman lebih dari 8 tahun. di bidang logistik / ekspedisi yang lengkap dengan layanan Pengiriman Project untuk lokal dan Internasional. Dengan Satuan kerja handal kami yang dapat memberikan nilai yang baik dan pelayanan prima. dan",,,,,
1638,Sponsor,Transportasi,-,CV. Moga Jaya Abadi,CV. MOGA JAYA ABADI adalah perusahaan layanan jasa ekspedisi ( pengiriman barang ) atau jasa angkutan barang yang secara komprehensif memenuhi kebutuhan klien atas pengiriman barang yang spesifik dengan tujuan pengiriman di seluruh wilayah Indonesia terutama kota-kota besar mencakup pengiriman antar,,,,,
1639,Sponsor,Transportasi,-,PT. KARUNIA CIPTA LOGISTICS,PT. KARUNIA CIPTA LOGISTICS ( JASA EKSPEDISI PENGIRIMAN JAKARTA -- BANJARMASIN - BALIKPAPAN - SAMARINDA - PONTIANAK - PALANGKARAYA - SAMPIT - PANGKALAN BUN - MAKASSAR - MANADO - GORONTALO - PALU - KENDARI - KUPANG - AMBON - TERNATE - JAYAPURA - SORONG - MANOKWARI - MERAUKE - BIAK - TIMIKA - NABIRE L,,,,,
1640,Sponsor,Transportasi,-,PT. ANESTA SURYA MANDIRI ( ASM CARGO ),"PT.ANESTA SURYA MANDIRI International Cargo & Courier Service Melayani : Import Door To Door Express - Handling Port To Door - City Courier - Paket & Dokument - Handling Container LCL / FCL - Jasa Packing & Trucking Pindah Rumah / Kantor - Kiriman Kenderaan Mobile - Motor 
Tidak ada telepon. 0778351504
TIDAK.",,,,,
1641,Sponsor,Transportasi,-,PT. Putra Tritunggal Ekspress,"Kami adalah PT. PUTRA TRITUNGGAL EKSPRESS merupakan perusahaan International Freight Forwarding yang telah berpengalaman selama 15 tahun di bidang Customs Clearance Ekspor, Impor barang & Pengiriman Domestik yang telah berpengalaman dalam staff dan karyawan sejak tahun 1995.
Dengan pengalaman yang begitu panjang, perusahaan kami memiliki pengalaman",,,,,
1642,Sponsor,Transportasi,-,PT. Global Dastra Kusumah,"Pada tahun 2023 perusahaan industri dan perdagangan internasional berkembang pesat dengan metode online, sehingga dengan ini perusahaan kami hadir untuk ikut serta dalam perkembangan perekonomian dunia.
Perusahaan ekspedisi adalah perusahaan yang bergerak dibidang agen dan jasa pengiriman barang
Kami adalah PT. DASTRA KUSU GLOBAL",,,,,
1643,Sponsor,Transportasi,-,SPON BUSA ABADI,"HARGA PABRIK! ! MELAYANI ORDER DARI 1 PCS - RIBUAN PCS ( SEMAKIN BANYAK SEMAKIN MURAH) . DARI KUALITAS YANG PALING EKONOMIS HINGGA KUALITAS YANG PALING BAGUS SUDAH BERPENGALAMAN LEBIH DARI 30 TAHUN MELAYANI DARI INDUSTRI KECIL HINGGA BESAR. MELAYANI KEBUTUHAN EKSPOR ANDA. BAIK DARI SEGI BAHAN BAKU,",,,,,
1644,Sponsor,Transportasi,-,Pressti Cargo ( Pressti Asia Indonesia ),"PRESSTI CARGO merupakan perusahaan jasa import door to door terpercaya dan terbaik dengan harga kompetitif. Kami ahli dalam bidang jasa door to door borongan, jasa pengiriman import, jasa undername import ekspor, jasa pengiriman barang import, dan berbagai pengiriman import barang murah.",,,,,
1645,Sponsor,Transportasi,-,PT. Artha Karya Logistik,"PT. Artha Karya Logistik beroprasi sejak tahun 2013 dengan nama CV. Solusi Karya Anugrah dan memulai kembali dengan nama PT. Artha Karya Logistik, Kami adalah Mitra terbaik untuk mendapatkan solusi terbaik dalam transportasi, mengutamakan keselamatan dan pengiriman tepat waktu








 


 
 


INTI B",,,,,
1646,Sponsor,Transportasi,-,PT. Inti Prakarsa Logistik,LOGISTIK CARGO EKSPOR-IMPOR,,,,,
1647,Sponsor,Travel Tour,-,PT. Buana Intidaya Mandiri,"Aman, Nyaman, Terbimbing.
Raih solusi Mudah & Nikmat Beribadah ke Tanah Suci...
BERSAMA BIM TOUR & TRAVEL.",,,,,
1648,Sponsor,Travel Tour,-,PT. Aliston Buana Wisata Semarang,"PT. Aliston Buana Wisata Semarang merupakan perusahaan yang bergerak di bidang jasa pariwisata yang lebih fokus sebagai jasa perjalanan umrah dan haji khusus, yang telah mengantongi ijin resmi dari Kementerian Agama Republik Indonesia sebagai penyelenggara umrah dan haji khusus.
PT. Aliston Buana W",,,,,
1649,Sponsor,Travel Tour,-,Biro Perjalanan Lestari ( Lestari Transport ),"Lestari Transport kami bergerak di bidang keagenan transportasi Penumpang, Charter Wisata dan Pengiriman Paket/ Dokumen. Kami bekerja sama dengan perusahaan penyedia layanan jasa transportasi yang sudah berpengalaman antara lain :1. Karno Putro Tour & Travel, Purnama Tour, dll. Info LengkapHubungi",,,,,
1650,Sponsor,Travel Tour,-,Jesen Advertising,"JESEN ADVERTISING menjual peta ijazah, kristal, dan medali murah di Jakarta. Kami juga menjual plakat penghargaan dan trophy, serta pembuat piala murah profesional di Jakarta yang selalu siap membantu Anda.",,,,,
1651,Sponsor,Travel Tour,-,Mohawk & Glees Bag,"Mohawk & Glees Bag menyediakan berbagai macam tas yang sesuai dengan kebutuhan pecinta gadget maupun tas wanita. Mohawk Bag menyediakan : 
 - Tas Laptop
 - Tas Gadget
 - Ransel
 - Tas Kamera
 - Dompet Hardisk
 - dan tas gadget lainnya
 
 Glees Bag menyediakan berbagai tas fashion dan wanita",,,,,
1652,Sponsor,Travel Tour,-,Pandu Bali Tour,"Melayani Paket Tour Bali untuk grup dan keluarga, Jelajahi Wisata Bali bersama PT. Pandu Bali Tour jadikan liburan Anda lebih bermakna!",,,,,
1653,Sponsor,Travel Tour,-,MANADO BUNAKEN TOUR by TARSIUS MINAHASA,"TARSIUS MINAHASA TOUR & TRAVEL .
Percayakan Tour Anda di Manado dan sekitarnya kepada kami.
Untuk berlibur maupun acara kedinasan kami siap melayani.
Beberapa objek wisata yang wajib anda kunjungi di seputar Manado antara lain: PULAU BUNAKEN , SILADEN, CITY TOUR MANADO-MONUMEN YESUS MEMBERKATI,",,,,,
1654,Sponsor,Travel Tour,-,Nabawi Market,Merupakan suatu usaha yang bergerak di bidang jasa dan perdagangan umum yang berdiri pada tahun 2004.,,,,,
1655,Sponsor,Travel Tour,-,Angkasa Tour & Travel-Jakarta,"Angkasa Tour & Travel merupakan penyedia layanan liburan favorit dan salah satu biro agen perjalanan Wisata di Jakarta. Dengan pengalaman sejak tahun 1999, bersama para tour leader terbaik, Angkasa Tour mempersembahkan liburan sempurna untuk Anda.
Simak lebih jauh tentang kami di sini",,,,,
1656,Sponsor,Travel Tour,-,Banyuwangi Holiday | Paket Wisata Tour Banyuwangi | Paket Gathering | Paket Honeymoon | Sewa Mobil | Sewa Bus Pariwisata | Pulau Tabuhan | Kawah Ijen & Blue Fire | Pulau Merah | Teluk Hijau | Sukamade | Pulau Menjangan | Banyuwangi |,Banyuwangi Holiday melayani paket wisata | paket pengumpulan | penyelenggara acara | paket bulan madu | paket ziarah | paket trekking | voucher hotel | sewa mobil | sewa mobil | ren mobil | sewa bus pariwisata | pelatihan outbound di banyuwangi,,,,,
1657,Sponsor,Travel Tour,-,NABAWI TRANSPORT,"Merupakau suatu unit usaha yang bergerak dalam bidang jasa transportasi khususnya tour & travel, kami melayani travel antar jemput antar kota yang mana penumpang bisa di jemput dan di antar sampai kota tujuan.
Untuk Informasi lebih lanjut silahkan hubungi kami :
Telp/Sms : 085102699711 - Wa/Line",,,,,
1658,Sponsor,Travel Tour,-,Komodo Lbajo Permai,"Pola perjalanan Anda - Menyediakan jasa perjalanan wisata untuk wilayah Flores dan Labuanbajo khususnya. Kami menyediakan paket wisata komodo dan paket Overland Flores yang murah dan nyaman.
Paket : 
- 3H2M Komodo Labuanbajo
- 4H3M Komodo Labuanbajo
- 5H4M Komodo Labuanbajo
- 6H5M Komodo Wae Rebo
- 7",,,,,
1659,Sponsor,Travel Tour,-,Edi Songket,"LAGU EDI
Kami pengrajin SONGKET TENUN ASLI RIAU 
Mengerjakan dan tersedia berbagai macam bahan dari SONGKET RIAU diantaranya:
- BAJU PENGANTIN SEPASANG
- BAJU PESTA SEPASANG
- BAHAN BAJU
- MUKENA / TALOKUONG SHOLAT
- TANJAK
- BATIK KAMPAR
- PATUNG BINATANG dari amplas padi",,,,,
1660,Sponsor,Travel Tour,-,TRANS ANTAR NUSA Transport & Tours,"PROFIL PERUSAHAAN TRANS ANTAR NUSA, berdiri pada Tahun 2006, oleh Bapak SATRIA IRAWAN SE, dimana Perusahaan ini bergerak di bidang Usaha Jasa Konsultan & Pemasaran Transportasi Angkutan Pariwisata dan Sebagai Perusahaan Biro Perjalanan Wisata di Kota Palembang - Sumatera Selatan.",,,,,
1661,Sponsor,Travel Tour,-,CV. TRANS ANTAR NUSA,"Kami adalah Perusahaan Jasa Tour & Travel TRANS ANTAR NUSA yang berdiri sejak Tahun 2005 berlokasi di Palembang, dengan direktur utamanya adalah Bapak Satria Irawan, SE, yang menyediakan paket perjalanan wisata, kunjungan kerja, outbond & adventure, jasa rental & kontrak bus, jasa sewa kapal wisata,",,,,,
1662,Sponsor,Travel Tour,-,Alam Indah Semesta Lombok,"Ais Lombok Travel dan Event Management adalah sebuah Perusahaan Jasa di Bidang Event Organizer dan jasa wisata meliputi: jasa transportasi, paket liburan di Lombok, Aktivitas Luar Ruangan, Manajemen Acara, kami akan memberikan pelayanan yang terbaik
Sebagai Badan Usaha Jasa Pariwisata tentunya kami",,,,,
1663,Sponsor,Travel Tour,-,Paket Wisata Danau Toba - Lake Toba Tour,"​PT.NIKMATI LIBURAN MEDAN TOUR AND TRAVEL
Halaman Facebook : Nikmati Liburan Medan Tour & Travel
Ponsel/Whatsapp/Line/Sms/Telepon: +62852 7012 6984
Situs web: http://www.enjoyholidaymedan.com/
Blog : http://www.travelagentmedan.com/
Email : nikmatiholidaymedan@gmail.com
Email : info@enjoyholidaymedan.co",,,,,
1664,Sponsor,Travel Tour,-,PT. Al Hijaz Indowisata,"Alhijaz Indowisata berdiri sejak tahun 2000. Nama Alhijaz diambil dari dua kota suci Mekah dan Madinah yang saat dulu disebut sebagai al-Hijaz, yang kemudian menjadi inspirasi pemberian nama Al-Hijaz sebagai nama perusahaan Travel Umroh yang bergerak dibidang pemberangkatan jamaah haji dan umroh. Ya",,,,,
1665,Sponsor,Travel Tour,-,Sewaelf.id,nan,,,,,
1666,Sponsor,Travel Tour,-,sambo travel,"TRAVEL SURABAYA BLITAR
 
 
SURABAYA – BLITAR
Tarif
Rp:80.000;
 
JADWAL
05.00, 09.00, 14.00, 17.00, 21.00
 
Tlp.
 
Indosat : 085 64 88 66 400
Telkomsel : 082 140 29 88 00
 
TRAVEL BLITAR SURABAYA
 
 
BLITAR – SURABAYA
Tari",,,,,
1667,Sponsor,Travel Tour,-,Jack Lawu,"JACK LAWU merupakan perusahaan yang bergerak di bidang JASA LAYANAN OUTBOUND PELAJAR, OUTBOUND KARYAWAN, PANAHAN (ARCHERY WAR GAMES), TRAINING & MOTIVATION yang mengutamakan kualitas pelayanan dan kepuasan pelanggan yang telah terpercaya di Indonesia sejak tahun 2008 hingga saat ini.",,,,,
1668,Sponsor,Travel Tour,-,Binadika Outbound,"Binadika Outbound melayani berbagai program outbound lengkap, mulai dari Team Building , Paintball, Rafting, Camping, Kebersamaan, Motivas, Firewalking, Glass Walking dll. Selain itu Binadika Outbound juga memiliki berbagai konsep yang tidak biasa dan Unik, sehingga Anda tidak pernah bosan berkegiata",,,,,
1669,Sponsor,Travel Tour,-,Java Bali Trips,"Java Bali Trips adalah operator tur lokal di Indonesia, berkantor pusat di Yogyakarta yang menjual dan menyediakan berbagai produk dan layanan tur untuk wisatawan dan pelancong. Java Bali Trips menawarkan penawaran liburan terbaik untuk kegiatan budaya, petualangan, spiritual, dan perjalanan menyenangkan di Pulau Jawa dan Bali",,,,,
1670,Sponsor,Travel Tour,-,CV QUEEN NUSANTARA,"RATU PERJALANAN
 Melayani Jurusan, Tangerang - jakarta - Cirebon - Purwokerto - Gombong - Kebumen - Purworejo - Jogja . PP Dan Kota-kota Lainya.
 
 TIKET PEMESANAN : 
 021-91 39 53 56 , 0878 77 40 52 32, 
 0812 80 173 734, 0878 08 59 81 80, 0877 785 16 907
 
 RATU PARIWISATA & PERJALANAN
 ISUZU ELF EX BARU",,,,,
1671,Sponsor,Travel Tour,-,SURYA Transport & Travel,"Perjalanan penumpang jurusan : 
 Jember - Surabaya pp ( 4x pemberangkatan) 
 Jember - Malang pp ( 2x sehari) 
 Situbondo - Surabaya pp ( 2x pemberangkatan) 
 Situbondo - Malang pp ( 2x sehari) 
 
 Kami juga melayani rental mobil L 300 dan kiriman paket.",,,,,
1672,Sponsor,Travel Tour,-,CITRASINDO Tour & Travel,"CITRASINDO Tour & Travel adalah sebuah Biro Perjalanan yang menyediakan jasa perjalanan Malang - Juanda / Juanda - Malang . Charter Kendaraan, Serta agen tiket travel segala arah dari berbagai travel yang ada di Kota Malang.
 Kami juga melayani tour domestik untuk wilayah Jawa - Bali ( Jawa Tengah -",,,,,
1673,Sponsor,Travel Tour,-,PT Prima Lintas Benua ( TX Gondangdia),Kami adalah perusahaan penyedia jasa tiket dan tur. Kami bisa membantu mencarikan harga yang paling murah. Pemesanan bisa melalui telepon dan tiket akan dikirim melalui email. Anda dapat menghubungi kami untuk informasi lebih lanjut: 021 319 23 599 / tour.txgondangdia@ gmail.com,,,,,
1674,Sponsor,Travel Tour,-,cinta tour transport,"Perusahaan kami bergerak di bidang biro jasa transportasi pariwisata, kami menyediakan armada terbaru berkualitas dan pelayanan yang memuaskan.
 * *Kapasitas bus 50 orang, seat 2x2, AC, TV, Video, Karaoke..
 Untuk membantu anda mempermudah anda bepergian tanpa harus mensurvei tempat wisata yang",,,,,
1675,Sponsor,Travel Tour,-,PT. WESLY TOUR & TRAVEL,"PT. Wesly Tour & Travel merupakan Perusahaan Biro Perjalanan yang beralamat di Jl. Sei Batang Hari No.36 Medan - Indonesia.
 
 Telp : + 6261-4157979 ( Berburu 10 Jalur) 
 
 Faks : + 6261-4150673
 
 PUSAT PANGGILAN : + 6285270912929 / + 6285218487979
 
 PIN BB : 24D9DC29 / 51B7BD7C
 
 Yang tela",,,,,
1676,Sponsor,Travel Tour,-,PT. APATOUR TRAVEL,"Tour n Travel PT. KELOMPOK APATOUR + haji+umroh
 
PROMO,REGULER,PLUS,TIKETING PESAWAT dll
Assalamu'alaikumUntuk para calon Jamaah yg ke Baitulloh denga budget mulai dari Rp. 16.500.000, bergabunglah bersama kami dengan umroh Promo, harga Rp. 16.500.000 cash, 2th kedepan bisa berangkat.&nbs",,,,,
1677,Sponsor,Voucher & Layanan,-,PT. ANUGRAH PUTRA KENCANA,"PT. Anugrah Putra Kencana adalah perusahaan yang bergerak dalam bidang perdagangan umum seperti kimia industri, kimia analis, barang pecah belah (alat-alat laboratorium), instrumen laboratorium, peralatan laboratorium, laboratorium furnitur (lemari Asam, bangku dinding, bangku pulau, meja keseimbangan, lemari kimia, lem",,,,,
1678,Sponsor,Voucher & Layanan,-,PT. Iniko Karya Persada,"PT. Iniko Karya Persada merupakan perusahaan supplier bahan kimia di Jakarta. Kami bertindak sebagai penjual bahan kimia food grade, supplier, serta distributor bahan kimia industri. Kami telah memasok ke banyak pelanggan termasuk Jabodetabek, Medan, Surabaya, Semarang dan Bandung.",,,,,
1679,Sponsor,Voucher & Layanan,-,Esteem Supplies,"ESTEEM SUPPLIES melayani aneka kebutuhan untuk Hotel, Rumah Sakit, kebutuhan Spa dan Media Promosi anda. PRODUK - PRODUK KAMI ADALAH SBB : A. KEBUTUHAN HOTEL 1. DENTAL KIT - JET * SUPER * JORDAN * CRYSTAL* SUMI 2. SANDAL / SANDAL HOTEL : TOWEL/ HANDUK * WAFFEL * SPONS * SPONS EMBOSS 3. SHOWER CAP P",,,,,
1680,Sponsor,Voucher & Layanan,-,CV. Karunia Makmur Persada,Karunia Makmur Persada Merupakan Kontraktor Pengadaan Terlengkap Sekaligus Sebagai Importir Alat Instrument di Kota Medan. Kami Melayani Pengadaan di Lembaga Pemerintahan dan Swasta Diseluruh Indonesia.,,,,,
1681,Sponsor,Voucher & Layanan,-,CV. KWANINDO PLASTIC,"CV KWANINDO PLASTIC - merupakan perusahaan yang menjual berbagai macam kebutuhan kemasan botol plastik, berdiri bulan Desember 2012 perusahaan semakin maju dan berkembang dalam bidang produk dan pelayanan yang bekualitas sehingga KWANINDO PLASTIC menjadi perusahaan terkemuka di Surabaya, adapun visi d",,,,,
1682,Sponsor,Voucher & Layanan,-,Toko Dafi Laundres,"Toko Dafi Laundres Menjual: Deterjen Cair, Pelembut, Sabun Cuci Piring, Sabun Cuci Tangan, Perlengkapan Laundry, Pembersih Lantai, Pembersih Kaca, Pembersih Keramik, Pelicin Pakaian, Obat Laundry & Penghilang Noda.",,,,,
1683,Sponsor,Voucher & Layanan,-,PT. SENTRO BINAR FASILITAS,"PT. Sentro Binar Fasilitas ""PERUSAHAAN LAYANAN FASILITAS YANG JUJUR DAN TERPERCAYA""Perusahaan yang bergerak di jasa Layanan Fasilitas seperti
-Layanan Kebersihan- Pembersihan Akses Tali - Pengendalian Hama - Tukang Kebun - Marmer / Granit Polandia - Fogging Panas- dll..",,,,,
1684,Sponsor,Voucher & Layanan,-,PT. Otomasi Higienis Indonesia,Kami bergerak dalam bidang supply bidang instrumentasi segala merk dan kontraktor mekanikal elektrikal.,,,,,
1685,Sponsor,Voucher & Layanan,-,PT. Flotech Controls Indonesia,"FLOTECH adalah penyedia solusi di bidang kontrol proses dan instrumentasi di Singapura dan kawasan sekitarnya, dengan kantor penjualan dan layanan di Jakarta (Indonesia), Kuala Lumpur (Malaysia), dan Shanghai (China). Didirikan pada tahun 1981, FLOTECH CONTROLS memiliki pengalaman bertahun-tahun di bidang instrumentasi",,,,,
1686,Sponsor,Voucher & Layanan,-,PT. Fedito Bahtera Abadi,"PT. Fedito Bahtera Abadi adalah perusahaan pemasok alat laboratorium. Produk yang bisa kami suplai laboratorium konsumabel, peralatan laboratorium dan alat ukur.
Dengan didukung tenaga layanan purna jual yang berpengalaman, kiranya kami bisa menjadi partner untuk pengadaan alat laboratorium di In",,,,,
1687,Sponsor,Voucher & Layanan,-,PT. Chrysolite Indonesia,"Tersedia merk berkualitas dan ternama.  Roca, Teka, Midea, Grohe, Toto, Mitsubishi American Standard, Wilo, Bold, Biotaff, Taff, Biofil, Hitachi, Sanei, Chrysolite, Meridian, Wika, Solahart, Rheem, Honeywell, Daalderop, Penguin, Tecnogas Waterco, Profil Tank, Grohe, Crestial, 3M, Edwards, Wasser, Toc",,,,,
1688,Sponsor,Voucher & Layanan,-,Home Sweet Home Indonesia,Homesweethome.co.id menjadi solusi penyediaan perlengkapan rumah dan gedung yang lengkap dan berkualitas. Layanan terbaik dan kecepatan pengiriman barang menjadi salah satu keunggulan kami. kami melayani pengiriman barang serta jasa pemasangan unit keseluruh kota dan pelosok Indonesia.,,,,,
1689,Sponsor,Voucher & Layanan,-,Trijaya Arsitek,TRIJAYA ALUMINIUM ( SPESIALIS ALUMINIUM DAN KACA ),,,,,
1690,Sponsor,Voucher & Layanan,-,Mega Makmur,"Mega Makmur adalah perusahaan percetakan dan security printing yang melayani jasa percetakan seperti : Continuous Form, Roll Paper, slip gaji, brosur, kop surat, amplop, kartu nama, faktur, surat jalan, kwitansi, peta, company profile, ID Card, spanduk, spanduk, perlengkapan administrasi dan promosi l",,,,,
1691,Sponsor,Voucher & Layanan,-,PT. Adhi Duta Sarana. / Fresh N Green,"PT. Adhi Duta Sarana pertama kali didirikan dan berkantor pusat di Medan adalah sebuah perusahaan yang bergerak di bidang jasa Kebersihan Gedung dan Pengendalian hama lingkungan / Urban Pest seperti : Nyamuk, Lalat, Kecoa, Semut dan Rayap.  mempunyai Sumber Daya Manusia ( SDM ) yang berpenga",,,,,
1692,Sponsor,Voucher & Layanan,-,CV. Coriundo Central Chemika,"CV Coriundo Central Chemika adalah spesialis industri yang menyediakan solusi lengkap sebagai supplier, ahli kimia, dan distributor kebutuhan industri Anda. Dengan dedikasi kami terhadap kualitas, kami menghadirkan inovasi dan keunggulan layanan untuk mendukung pertumbuhan bisnis Anda.",,,,,
1693,Sponsor,Voucher & Layanan,-,CV Ilham Industri Wahana,"CV ILHAM INDUSTRI WAHANA
www.ilhamindustriwahana.com
merupakan pabrik yang memproduksi dan menjual berbagai macam wahana hiburan anak, antara lain odong-odong, kereta panggung, kereta mini wisata, pancingan, kereta rell bawah, becak cinta, kapal ayun, komedi putar, kereta motor, bebek kayuh, Playgro",,,,,
1694,Sponsor,Voucher & Layanan,-,TANAYA PUTRA MANDIRI,"TANAYA PUTRA MANDIRI,Bergerak dalam produksi sabun herbal Konjac dengan harga bersaing dan selalu berusaha dalam peningkatan kualitas. Produk kami sudah lolos uji lab SNI dan Sudah Ber SNI BINA UMK
Dan kami juga menerima pembuatan sabun herbal costum sesuai keinginan Pelanggan",,,,,
